feature_name,coefficient,abs_coefficient
flag__tax_liens_missing_flag,-0.03026100298352113,0.03026100298352113
cat__home_ownership_OTHER,0.02999192758397801,0.02999192758397801
num__open_acc,-0.029129525168744983,0.029129525168744983
num__mths_since_recent_inq,-0.028579508381015407,0.028579508381015407
cat__addr_state_DE,0.028206265974961002,0.028206265974961002
num__all_util,0.027528563095897754,0.027528563095897754
num__num_tl_90g_dpd_24m,-0.026604797519311368,0.026604797519311368
num__revol_bal,-0.025722318751160298,0.025722318751160298
cat__sub_grade_C3,-0.02521454870242772,0.02521454870242772
flag__pct_tl_nvr_dlq_missing_flag,-0.02506407690495928,0.02506407690495928
num__open_rv_12m,-0.023922068358271407,0.023922068358271407
cat__sub_grade_D2,0.022612134395420133,0.022612134395420133
num__total_cu_tl,-0.02249170525381306,0.02249170525381306
cat__home_ownership_RENT,0.022048217045248463,0.022048217045248463
num__mths_since_last_delinq,-0.020438985323292466,0.020438985323292466
cat__sub_grade_D3,0.0199373784829213,0.0199373784829213
num__mo_sin_old_rev_tl_op,-0.019818109454664425,0.019818109454664425
num__open_il_24m,-0.019555483478838172,0.019555483478838172
cat__emp_length_10+ years,0.01899073564856896,0.01899073564856896
num__revol_util,0.01836862368631121,0.01836862368631121
num__num_op_rev_tl,0.017531551158899934,0.017531551158899934
num__collections_12_mths_ex_med,0.017256709888140313,0.017256709888140313
cat__emp_length_< 1 year,0.01706567575363161,0.01706567575363161
num__max_bal_bc,-0.016584110488051498,0.016584110488051498
num__mo_sin_rcnt_tl,-0.01580213878408643,0.01580213878408643
cat__sub_grade_F1,-0.015290190978873406,0.015290190978873406
cat__purpose_home_improvement,-0.014753691663165269,0.014753691663165269
flag__dti_missing_flag,0.014375942799659125,0.014375942799659125
cat__addr_state_CA,0.014172018236712217,0.014172018236712217
num__mths_since_last_record,0.013435492153757608,0.013435492153757608
cat__emp_length_1 year,-0.013092324860163564,0.013092324860163564
num__open_acc_6m,0.013089665273553699,0.013089665273553699
num__inq_fi,0.013039164096338563,0.013039164096338563
flag__num_sats_missing_flag,0.012827274580319188,0.012827274580319188
flag__num_bc_sats_missing_flag,0.012827274580319188,0.012827274580319188
num__num_accts_ever_120_pd,0.011742506597898213,0.011742506597898213
num__num_actv_bc_tl,0.011554052886643063,0.011554052886643063
num__mo_sin_rcnt_rev_tl_op,0.011536686802021683,0.011536686802021683
cat__addr_state_TX,0.010780291403099853,0.010780291403099853
flag__collections_12_mths_ex_med_missing_flag,0.01073783533159464,0.01073783533159464
flag__chargeoff_within_12_mths_missing_flag,0.01073783533159464,0.01073783533159464
num__mths_since_rcnt_il,0.010198478466840218,0.010198478466840218
num__num_tl_op_past_12m,0.01019660918249517,0.01019660918249517
cat__emp_length_8 years,-0.00989926233496895,0.00989926233496895
cat__addr_state_AK,-0.009790907186019972,0.009790907186019972
num__open_act_il,-0.008804208718925835,0.008804208718925835
num__num_bc_sats,0.007978334817258013,0.007978334817258013
cat__emp_length_9 years,-0.0075739270605155165,0.0075739270605155165
flag__percent_bc_gt_75_missing_flag,-0.0073979736229804124,0.0073979736229804124
cat__sub_grade_E1,-0.007298742089799302,0.007298742089799302
flag__num_rev_accts_missing_flag,-0.006696884621283166,0.006696884621283166
num__tax_liens,0.006616138749309872,0.006616138749309872
num__delinq_amnt,0.006279551270459691,0.006279551270459691
num__num_sats,0.006174686673951782,0.006174686673951782
cat__home_ownership_NONE,-0.006101259970250194,0.006101259970250194
flag__num_accts_ever_120_pd_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_tl_op_past_12m_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_actv_rev_tl_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_tl_30dpd_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_rev_tl_bal_gt_0_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_op_rev_tl_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_bc_tl_missing_flag,-0.005834589428597787,0.005834589428597787
flag__total_rev_hi_lim_missing_flag,-0.005834589428597787,0.005834589428597787
flag__total_il_high_credit_limit_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_tl_90g_dpd_24m_missing_flag,-0.005834589428597787,0.005834589428597787
flag__mo_sin_rcnt_tl_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_actv_bc_tl_missing_flag,-0.005834589428597787,0.005834589428597787
flag__tot_coll_amt_missing_flag,-0.005834589428597787,0.005834589428597787
flag__tot_cur_bal_missing_flag,-0.005834589428597787,0.005834589428597787
flag__tot_hi_cred_lim_missing_flag,-0.005834589428597787,0.005834589428597787
flag__num_il_tl_missing_flag,-0.005834589428597787,0.005834589428597787
num__acc_now_delinq,-0.005457230390974672,0.005457230390974672
num__num_tl_30dpd,0.005390882882503982,0.005390882882503982
num__open_rv_24m,0.005219470824336998,0.005219470824336998
num__mths_since_last_major_derog,-0.004723652452940005,0.004723652452940005
num__mths_since_recent_bc_dlq,-0.004639274043745468,0.004639274043745468
num__mths_since_recent_revol_delinq,-0.0044913267361233605,0.0044913267361233605
cat__sub_grade_B4,0.004434226073559275,0.004434226073559275
num__inq_last_12m,-0.0040288094701652274,0.0040288094701652274
num__il_util,0.0038965158475900235,0.0038965158475900235
num__open_il_12m,0.0038794110449583813,0.0038794110449583813
flag__avg_cur_bal_missing_flag,0.003184280481216678,0.003184280481216678
num__mo_sin_old_il_acct,0.0031446097551094763,0.0031446097551094763
cat__addr_state_IA,0.003136998033369063,0.003136998033369063
num__chargeoff_within_12_mths,-0.0018333788826023641,0.0018333788826023641
flag__mo_sin_old_rev_tl_op_missing_flag,-0.0017484465742454323,0.0017484465742454323
flag__mo_sin_rcnt_rev_tl_op_missing_flag,-0.0017484465742454323,0.0017484465742454323
num__pub_rec,-0.00172000834212441,0.00172000834212441
num__tot_coll_amt,-0.0015622080531946983,0.0015622080531946983
num__total_bal_il,0.0014551126328439649,0.0014551126328439649
flag__annual_inc_missing_flag,-0.0013260221450472648,0.0013260221450472648
cat__home_ownership_ANY,0.00127817583009591,0.00127817583009591
flag__inq_last_6mths_missing_flag,-0.0009279316251688197,0.0009279316251688197
num__num_tl_120dpd_2m,-0.000318260534210379,0.000318260534210379
flag__delinq_amnt_missing_flag,-0.00029136816908161933,0.00029136816908161933
flag__delinq_2yrs_missing_flag,-0.00029136816908161933,0.00029136816908161933
flag__total_acc_missing_flag,-0.00029136816908161933,0.00029136816908161933
flag__pub_rec_missing_flag,-0.00029136816908161933,0.00029136816908161933
flag__acc_now_delinq_missing_flag,-0.00029136816908161933,0.00029136816908161933
flag__open_acc_missing_flag,-0.00029136816908161933,0.00029136816908161933
num__pub_rec_bankruptcies,-0.00024793095061977495,0.00024793095061977495
num__policy_code,0.0,0.0
